trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
379,False,"{'a': 0.6488776570841975, 'e': 0.46824715561129787}",20,0,10.467425605053693,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
380,False,"{'a': 0.704058477113943, 'e': 0.46731066130007526}",25,4,-95.79127089746765,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 3}",1
381,False,"{'a': 0.6140159051134303, 'e': 0.4663760399774751}",20,0,-42.326277983123106,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
382,False,"{'a': 0.49089227535170143, 'e': 0.46544328789752015}",20,14,0.8785456244283476,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.6138438712589768, 'e': 0.4645124013217251}",25,12,-89.8506365564968,"{0: 7, 1: 4, 2: 0, 3: 0, 4: 2}",1
384,False,"{'a': 0.5058841812053362, 'e': 0.46358337651908166}",35,14,-5.6389633467488665,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
385,False,"{'a': 0.5145973073405417, 'e': 0.4626562097660435}",20,0,-42.998347851277316,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
386,False,"{'a': 0.6826024586996794, 'e': 0.4617308973465114}",25,0,-31.270121247116958,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
387,False,"{'a': 0.6339428691139952, 'e': 0.46080743555181836}",25,15,4.524404642894632,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.6752134290389229, 'e': 0.4598858206807147}",20,0,-14.434184582542684,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
389,False,"{'a': 0.5627237649783475, 'e': 0.4589660490393533}",25,0,-95.76825390014959,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
390,False,"{'a': 0.6633015626555634, 'e': 0.45804811694127456}",25,0,-49.04979513370896,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
391,False,"{'a': 0.5348492587302397, 'e': 0.457132020707392}",30,4,24.149212922201173,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5132525854791702, 'e': 0.45621775666597725}",20,13,11.232117719950674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5788425475550896, 'e': 0.45530532115264527}",20,13,-12.659139766659147,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
394,False,"{'a': 0.6127179259632282, 'e': 0.45439471051033997}",25,17,-4.373353787284838,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.5208992064883898, 'e': 0.4534859210893193}",30,4,-53.19906404154096,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 1}",1
396,False,"{'a': 0.6838330346164764, 'e': 0.45257894924714065}",20,4,-56.44417567412699,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 0}",1
397,False,"{'a': 0.5728639536564899, 'e': 0.4516737913486464}",20,4,-9.089893892169362,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
398,False,"{'a': 0.5757516217876505, 'e': 0.4507704437659491}",25,0,-32.38432854720688,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",1
399,False,"{'a': 0.5095749335418899, 'e': 0.4498689028784172}",20,8,0.717530888289204,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.6601538926515995, 'e': 0.4489691650726603}",20,11,12.035342154193138,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.601055329838815, 'e': 0.448071226742515}",30,6,-137.9004430689304,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 3}",1
402,False,"{'a': 0.6293621738061197, 'e': 0.44717508428902997}",30,0,-40.38081291987599,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
403,False,"{'a': 0.6772955420610764, 'e': 0.4462807341204519}",25,12,-43.09880357771137,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
404,False,"{'a': 0.6135300494329636, 'e': 0.445388172652211}",20,9,-6.956180407094698,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
405,False,"{'a': 0.642885244100553, 'e': 0.44449739630690654}",25,1,15.988754509258243,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.506634652145747, 'e': 0.4436084015142927}",35,19,-3.410190033731321,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
407,False,"{'a': 0.6686158234346112, 'e': 0.4427211847112641}",25,0,-46.73491353786393,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
408,False,"{'a': 0.4759913939659618, 'e': 0.4418357423418416}",25,0,-59.69113094214818,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
409,False,"{'a': 0.5621129950815521, 'e': 0.44095207085715793}",30,0,-159.92096834687644,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
410,False,"{'a': 0.669526645995152, 'e': 0.44007016671544363}",25,0,-35.30419394684345,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
411,False,"{'a': 0.5533932616961823, 'e': 0.43919002638201277}",30,0,-38.07457955017734,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
412,False,"{'a': 0.5076427531416998, 'e': 0.43831164632924874}",20,0,-21.316825849205184,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
413,False,"{'a': 0.6111776553797965, 'e': 0.43743502303659026}",20,12,-2.072243671836418,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.6326308776907031, 'e': 0.4365601529905171}",25,0,-56.5269639897045,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
415,False,"{'a': 0.6381770947393395, 'e': 0.43568703268453607}",20,0,28.04802335892715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.4773173113104734, 'e': 0.434815658619167}",20,3,4.607677903330944,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
417,False,"{'a': 0.5071810788173506, 'e': 0.43394602730192866}",20,0,21.845685236500103,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.6667412056023598, 'e': 0.4330781352473248}",25,9,23.00840893464226,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5214406172372179, 'e': 0.43221197897683017}",20,14,4.9735602056512995,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6674903797697367, 'e': 0.4313475550188765}",20,0,-4.636768750945534,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
421,False,"{'a': 0.4813317633955463, 'e': 0.4304848599088387}",20,0,25.658328978303043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.575937454973904, 'e': 0.42962389018902103}",20,0,-40.58598413677214,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
423,False,"{'a': 0.5185582904114744, 'e': 0.428764642408643}",20,0,-42.10850968995665,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
424,False,"{'a': 0.4769299478590129, 'e': 0.4279071131238257}",20,0,-56.53532203558232,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
425,False,"{'a': 0.4592991282931716, 'e': 0.42705129889757804}",20,0,-22.162048542797073,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
426,False,"{'a': 0.5528647759804249, 'e': 0.42619719629978287}",25,14,8.512520197039034,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5094708154505933, 'e': 0.4253448019071833}",30,21,12.626275446239639,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.6081331275606365, 'e': 0.424494112303369}",20,7,-36.58588451289735,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
429,False,"{'a': 0.5714757478975667, 'e': 0.42364512407876226}",20,0,-95.34398862113673,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
430,False,"{'a': 0.4716981728140842, 'e': 0.4227978338306047}",30,22,16.082165202798215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.4323510593617909, 'e': 0.42195223816294347}",30,23,11.344170072566058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.4288071174324253, 'e': 0.4211083336866176}",20,0,6.8896029420853,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
433,False,"{'a': 0.5785740436906427, 'e': 0.4202661170192444}",25,0,-105.29604007499259,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
434,False,"{'a': 0.5738122265100395, 'e': 0.41942558478520586}",20,0,-92.74756855103456,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
435,False,"{'a': 0.5725616940763119, 'e': 0.4185867336156355}",25,6,9.745813257919401,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.5804770380710965, 'e': 0.4177495601484042}",20,0,23.029117625569167,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.503451885782692, 'e': 0.4169140610281074}",20,0,14.543451089058076,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.5089587614059607, 'e': 0.4160802329060512}",20,0,-61.225798058958304,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
439,False,"{'a': 0.5143282878809734, 'e': 0.4152480724402391}",20,0,-23.415377043099326,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
440,False,"{'a': 0.6153787047125997, 'e': 0.41441757629535864}",20,0,-8.953175587049603,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
441,False,"{'a': 0.41922026219448194, 'e': 0.4135887411427679}",25,7,-27.933099094180438,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
442,False,"{'a': 0.5785759571490429, 'e': 0.41276156366048233}",20,0,-22.19557505274871,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
443,False,"{'a': 0.5754516191879645, 'e': 0.41193604053316135}",30,0,15.270211374587783,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
444,False,"{'a': 0.4689551019009461, 'e': 0.41111216845209503}",35,23,11.734282343300604,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.6051677686249257, 'e': 0.4102899441151908}",25,18,12.725195983988607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5011282951833409, 'e': 0.40946936422696045}",20,14,-4.142894318947407,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5380915700600076, 'e': 0.40865042549850655}",30,10,19.02696472731825,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.42692351781961696, 'e': 0.40783312464750954}",20,0,6.826757985804689,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
449,False,"{'a': 0.6174653702326084, 'e': 0.4070174583982145}",20,0,-12.094375949813525,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
450,False,"{'a': 0.5999493914930815, 'e': 0.4062034234814181}",30,16,12.993356642111905,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.43104845357263866, 'e': 0.40539101663445526}",25,4,16.390801085810445,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.4143589036639023, 'e': 0.40458023460118636}",20,8,15.302442685849785,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.44996354472544564, 'e': 0.403771074131984}",20,0,-3.346668554727756,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
454,False,"{'a': 0.5142114728435818, 'e': 0.40296353198372004}",20,10,5.5801738536019085,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.538085604634182, 'e': 0.4021576049197526}",20,11,1.3420637390922658,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5953550923415627, 'e': 0.40135328970991313}",20,6,-40.04077777807469,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
457,False,"{'a': 0.40567948508037777, 'e': 0.4005505831304933}",20,14,11.898872980812653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5178297226501772, 'e': 0.3997494819642323}",20,8,-75.20617258320269,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
459,False,"{'a': 0.5694441244114493, 'e': 0.3989499830003039}",25,0,-4.230825248478027,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
460,False,"{'a': 0.6160687687195519, 'e': 0.3981520830343033}",30,14,-47.87738045241616,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
461,False,"{'a': 0.5689157441578354, 'e': 0.39735577886823464}",30,14,4.0585170176210426,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
462,False,"{'a': 0.5008941825125475, 'e': 0.39656106731049817}",30,0,-29.011152133699078,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
463,False,"{'a': 0.3975579392540876, 'e': 0.39576794517587716}",25,15,9.137163752910109,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5153795333501113, 'e': 0.3949764092855254}",20,0,-6.934461046825573,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
465,False,"{'a': 0.5616673751368263, 'e': 0.3941864564669544}",20,14,12.129124706266134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.6018961004296884, 'e': 0.39339808355402045}",25,5,-34.46609864597992,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
467,False,"{'a': 0.47680002307290736, 'e': 0.3926112873869124}",30,13,16.59865921131203,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.5328548873391521, 'e': 0.3918260648121386}",20,11,-3.534633078957154,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5909055020885783, 'e': 0.39104241268251433}",20,0,-9.999120728771143,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
470,False,"{'a': 0.4912481814414367, 'e': 0.3902603278571493}",20,6,19.390612868975367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5395588096904956, 'e': 0.389479807201435}",25,0,11.489510537621676,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
472,False,"{'a': 0.5144213374434898, 'e': 0.3887008475870321}",25,3,-54.85142994936714,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
473,False,"{'a': 0.40072025941767914, 'e': 0.38792344589185807}",35,21,5.878728532318001,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5026619375178567, 'e': 0.38714759900007434}",25,0,-10.027735746866373,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
475,False,"{'a': 0.540973511701124, 'e': 0.3863733038020742}",30,20,11.872439444276058,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5420898081127676, 'e': 0.38560055719447006}",20,0,-59.56440744397072,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
477,False,"{'a': 0.475259933952894, 'e': 0.3848293560800811}",20,6,-11.212785186196378,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
478,False,"{'a': 0.5704727290579967, 'e': 0.38405969736792095}",25,0,15.888028975692704,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
479,False,"{'a': 0.5175704235724946, 'e': 0.3832915779731851}",30,17,-45.72036705715612,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
480,False,"{'a': 0.4170486630777934, 'e': 0.38252499481723873}",20,13,14.130664833153208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.4439858180082186, 'e': 0.3817599448276042}",20,0,-98.95839169076967,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
482,False,"{'a': 0.4901688976259111, 'e': 0.380996424937949}",20,16,6.892542315416612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5963251089320318, 'e': 0.3802344320880731}",20,2,-18.227005031269528,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
484,False,"{'a': 0.4838991675027636, 'e': 0.379473963223897}",20,0,-35.453179459503716,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
485,False,"{'a': 0.4564505275704862, 'e': 0.37871501529744916}",25,11,-9.442986399742969,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.5743665294422049, 'e': 0.37795758526685425}",25,15,18.122690343373396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5361954940106597, 'e': 0.37720167009632055}",20,1,-11.664606408726446,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
488,False,"{'a': 0.43290333908478096, 'e': 0.3764472667561279}",35,26,7.179939075030611,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.4055376541113677, 'e': 0.37569437222261565}",20,14,4.35445053071722,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5490981248257314, 'e': 0.3749429834781704}",25,14,-2.8220566552156905,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.37463368121352497, 'e': 0.37419309751121405}",20,6,21.66152436234166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5660100064502849, 'e': 0.3734447113161916}",20,1,16.967064901927156,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.4368642244580538, 'e': 0.3726978218935592}",20,9,16.3406888595628,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5122781734419837, 'e': 0.3719524262497721}",25,0,-29.1009177039733,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
495,False,"{'a': 0.4932839453767188, 'e': 0.37120852139727256}",25,0,-4.462961615486688,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
496,False,"{'a': 0.5828739379240196, 'e': 0.370466104354478}",25,2,-52.29387074214625,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 1}",1
497,False,"{'a': 0.4885081639267419, 'e': 0.36972517214576905}",30,0,-12.502020342542522,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
498,False,"{'a': 0.5766092530677602, 'e': 0.36898572180147754}",20,0,-16.475504557190323,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
499,False,"{'a': 0.3860343032225448, 'e': 0.3682477503578746}",20,10,-16.210141301694613,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
500,False,"{'a': 0.4371407390028784, 'e': 0.36751125485715885}",20,2,-37.03068305936066,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
501,False,"{'a': 0.4175952098046855, 'e': 0.36677623234744455}",25,0,-25.462875215371596,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
502,False,"{'a': 0.5751325610933351, 'e': 0.3660426798827497}",25,10,-0.8348233724027185,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5091676796854889, 'e': 0.3653105945229842}",30,16,-2.109901088471516,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.4693788604534827, 'e': 0.3645799733339382}",30,17,10.182445862967953,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.5178141466197501, 'e': 0.3638508133872703}",25,9,6.403342722837712,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5529178639416299, 'e': 0.3631231117604958}",20,8,-0.444190881994146,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.4061613250140437, 'e': 0.3623968655369748}",20,0,-30.91165338509609,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
508,False,"{'a': 0.4849056680206196, 'e': 0.3616720718059009}",25,12,-0.5921209819646576,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
509,False,"{'a': 0.5398264496779093, 'e': 0.3609487276622891}",30,19,-13.41330067021266,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
510,False,"{'a': 0.40207154189155225, 'e': 0.3602268302069645}",20,12,15.827293817064724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.45579481753364864, 'e': 0.35950637654655054}",20,0,-37.78336584408295,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
512,False,"{'a': 0.3802102991873425, 'e': 0.35878736379345744}",20,12,-29.134760439628263,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
513,False,"{'a': 0.4846906398031477, 'e': 0.3580697890658705}",20,0,-22.96362821537887,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
514,False,"{'a': 0.4934822798860263, 'e': 0.35735364948773873}",35,11,33.51456452366896,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5745111775261588, 'e': 0.35663894218876324}",25,17,11.546401729701506,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.38379169031933724, 'e': 0.3559256643043857}",25,14,19.92905380107951,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.562127977924011, 'e': 0.3552138129757769}",25,10,-0.05314885618385312,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.5821575864664387, 'e': 0.35450338534982534}",20,10,-24.598819364353098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
519,False,"{'a': 0.40544900870990463, 'e': 0.3537943785791257}",20,0,-34.6544038556675,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
520,False,"{'a': 0.5240797318782542, 'e': 0.35308678982196745}",20,0,10.067907644083814,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.5422625319636073, 'e': 0.35238061624232353}",25,12,16.13643733177714,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.560846594353666, 'e': 0.3516758550098389}",25,0,-36.5112511226687,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
523,False,"{'a': 0.5647348394629335, 'e': 0.3509725032998192}",20,16,8.080644856746765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.4554286290962076, 'e': 0.35027055829321957}",20,6,-27.31949892265857,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
525,False,"{'a': 0.5203807950769819, 'e': 0.3495700171766331}",30,18,15.061668356834675,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5044379507641761, 'e': 0.3488708771422798}",30,1,-81.2433653943925,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 1}",1
527,False,"{'a': 0.4211729801733931, 'e': 0.34817313538799527}",25,0,-16.375811573779746,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
528,False,"{'a': 0.5423320121379512, 'e': 0.3474767891172193}",25,0,-65.73513938285302,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
529,False,"{'a': 0.5202775816756475, 'e': 0.34678183553898484}",30,18,-12.503718985469005,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
530,False,"{'a': 0.5021760102456411, 'e': 0.34608827186790686}",25,0,-77.88396133210523,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
531,False,"{'a': 0.402792283853416, 'e': 0.34539609532417104}",20,16,6.671302178928332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.49129463464566536, 'e': 0.3447053031335227}",20,16,7.541703829880632,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.526913798097997, 'e': 0.3440158925272557}",20,0,-68.36009792684742,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
534,False,"{'a': 0.4375747846015363, 'e': 0.3433278607422012}",20,14,-0.6568185637875623,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.3866432863635874, 'e': 0.34264120502071677}",20,1,-11.892410844726957,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
536,False,"{'a': 0.34470447015753924, 'e': 0.3419559226106753}",25,0,-4.984267472457341,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
537,False,"{'a': 0.43426843285475064, 'e': 0.34127201076545394}",20,6,-20.70368401415046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
538,False,"{'a': 0.448196751183234, 'e': 0.34058946674392304}",20,9,-27.661540694153217,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
539,False,"{'a': 0.48300720960479115, 'e': 0.3399082878104352}",25,7,-0.018967514899120186,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
540,False,"{'a': 0.3970558790260982, 'e': 0.3392284712348143}",20,15,4.5619641982689805,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.34133600108508266, 'e': 0.33855001429234466}",20,2,-39.67504742382655,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
542,False,"{'a': 0.4911013618067723, 'e': 0.33787291426376}",20,13,-1.3245421605111878,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.5376121863542873, 'e': 0.33719716843523245}",25,0,16.783609786746094,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
544,False,"{'a': 0.38288341819608157, 'e': 0.336522774098362}",20,0,-4.964088505310739,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
545,False,"{'a': 0.44715127752229433, 'e': 0.33584972855016526}",20,5,-28.756740649875095,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
546,False,"{'a': 0.3530499953731267, 'e': 0.33517802909306493}",30,21,7.45008980350368,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.44211997123860186, 'e': 0.3345076730348788}",30,0,5.505107650954892,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
548,False,"{'a': 0.3804187046116537, 'e': 0.33383865768880905}",20,0,-49.57183100892745,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
549,False,"{'a': 0.5032088335835586, 'e': 0.3331709803734314}",25,0,-0.815990682558974,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
550,False,"{'a': 0.40399848585821235, 'e': 0.3325046384126845}",25,16,-6.313153474844014,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.48656320667691183, 'e': 0.3318396291358591}",20,14,0.9398750687667767,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
