trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
11,False,"{'a': 0.8953382542587163, 'e': 0.8953382542587163}",25,0,-59.31678777536314,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
12,False,"{'a': 0.8863848717161291, 'e': 0.8863848717161291}",20,0,-73.56771062725548,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
13,False,"{'a': 0.8775210229989678, 'e': 0.8775210229989678}",20,0,-52.71094110973982,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
14,False,"{'a': 0.8687458127689781, 'e': 0.8687458127689781}",20,10,-36.968831598363344,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
15,False,"{'a': 0.8600583546412883, 'e': 0.8600583546412883}",20,0,-75.61592376232798,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
16,False,"{'a': 0.8514577710948754, 'e': 0.8514577710948754}",25,17,-13.657368133100912,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
17,False,"{'a': 0.8429431933839266, 'e': 0.8429431933839266}",25,0,-100.04907709353549,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
18,False,"{'a': 0.8345137614500874, 'e': 0.8345137614500874}",20,0,-29.553809047243888,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
19,False,"{'a': 0.8261686238355865, 'e': 0.8261686238355865}",25,13,-110.30060438779068,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 2}",1
20,False,"{'a': 0.8179069375972307, 'e': 0.8179069375972307}",25,2,-63.9348818645997,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 1}",1
21,False,"{'a': 0.8097278682212583, 'e': 0.8097278682212583}",35,0,-145.38199661917454,"{0: 22, 1: 5, 2: 3, 3: 4, 4: 1}",0
22,False,"{'a': 0.8016305895390458, 'e': 0.8016305895390458}",25,13,-22.602643787409548,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
23,False,"{'a': 0.7936142836436553, 'e': 0.7936142836436553}",20,0,-31.62541274151411,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
24,False,"{'a': 0.7856781408072188, 'e': 0.7856781408072188}",25,0,-162.49050593444534,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
25,False,"{'a': 0.7778213593991465, 'e': 0.7778213593991465}",20,4,-67.2915530284072,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
26,False,"{'a': 0.7700431458051551, 'e': 0.7700431458051551}",20,0,-57.761518769792474,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
27,False,"{'a': 0.7623427143471035, 'e': 0.7623427143471035}",25,0,-62.99069960649496,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
28,False,"{'a': 0.7547192872036325, 'e': 0.7547192872036325}",30,5,-74.90101927084841,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",1
29,False,"{'a': 0.7471720943315961, 'e': 0.7471720943315961}",25,0,-64.98989288224865,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
30,False,"{'a': 0.7397003733882802, 'e': 0.7397003733882802}",25,0,-49.844307075842394,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
31,False,"{'a': 0.7323033696543974, 'e': 0.7323033696543974}",20,0,-123.57358169996024,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
32,False,"{'a': 0.7249803359578534, 'e': 0.7249803359578534}",20,0,-84.36767054310226,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
33,False,"{'a': 0.7177305325982748, 'e': 0.7177305325982748}",25,0,-84.33465545130593,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
34,False,"{'a': 0.7105532272722921, 'e': 0.7105532272722921}",25,0,-28.831332343004153,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
35,False,"{'a': 0.7034476949995692, 'e': 0.7034476949995692}",20,2,-91.88188893823258,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 1}",1
36,False,"{'a': 0.6964132180495735, 'e': 0.6964132180495735}",25,5,-70.15205939269897,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",1
37,False,"{'a': 0.6894490858690777, 'e': 0.6894490858690777}",25,0,-90.3517968184123,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
38,False,"{'a': 0.682554595010387, 'e': 0.682554595010387}",25,0,-29.613496340099978,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
39,False,"{'a': 0.6757290490602831, 'e': 0.6757290490602831}",20,4,-20.649382524403766,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
40,False,"{'a': 0.6689717585696803, 'e': 0.6689717585696803}",25,0,-135.76502868017732,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
41,False,"{'a': 0.6622820409839835, 'e': 0.6622820409839835}",30,0,-212.9654234633926,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
42,False,"{'a': 0.6556592205741436, 'e': 0.6556592205741436}",30,7,-103.66922522034467,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 2}",1
43,False,"{'a': 0.6491026283684022, 'e': 0.6491026283684022}",20,0,-54.40124970171739,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
44,False,"{'a': 0.6426116020847181, 'e': 0.6426116020847181}",30,15,-38.98749611607305,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
45,False,"{'a': 0.6361854860638709, 'e': 0.6361854860638709}",30,0,-121.3693164771459,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 3}",0
46,False,"{'a': 0.6298236312032323, 'e': 0.6298236312032323}",20,0,-59.30469897022241,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
47,False,"{'a': 0.6235253948912, 'e': 0.6235253948912}",25,15,-14.223818132064425,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
48,False,"{'a': 0.617290140942288, 'e': 0.617290140942288}",25,4,-10.067263980868933,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
49,False,"{'a': 0.6111172395328651, 'e': 0.6111172395328651}",25,0,-86.85577009740732,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
50,False,"{'a': 0.6050060671375365, 'e': 0.6050060671375365}",20,0,-62.04780806363881,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.5989560064661611, 'e': 0.5989560064661611}",25,0,-71.8285715224574,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
52,False,"{'a': 0.5929664464014994, 'e': 0.5929664464014994}",30,4,-196.57721730870742,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 5}",1
53,False,"{'a': 0.5870367819374844, 'e': 0.5870367819374844}",25,19,-2.014544655591724,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.5811664141181095, 'e': 0.5811664141181095}",35,0,-19.797280263024238,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
55,False,"{'a': 0.5753547499769285, 'e': 0.5753547499769285}",25,0,-82.29403387256397,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
56,False,"{'a': 0.5696012024771592, 'e': 0.5696012024771592}",35,0,-59.34456627679931,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
57,False,"{'a': 0.5639051904523876, 'e': 0.5639051904523876}",25,0,-31.970316729837563,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
58,False,"{'a': 0.5582661385478638, 'e': 0.5582661385478638}",35,0,-101.45907157920598,"{0: 23, 1: 2, 2: 8, 3: 2, 4: 0}",0
59,False,"{'a': 0.5526834771623851, 'e': 0.5526834771623851}",35,15,-46.68576623011019,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",1
60,False,"{'a': 0.5471566423907612, 'e': 0.5471566423907612}",25,7,-34.529876624657994,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
61,False,"{'a': 0.5416850759668536, 'e': 0.5416850759668536}",25,0,-121.87063482302065,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
62,False,"{'a': 0.536268225207185, 'e': 0.536268225207185}",35,9,-31.06953089644012,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 0}",1
63,False,"{'a': 0.5309055429551132, 'e': 0.5309055429551132}",20,1,-61.799636336741706,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 0}",1
64,False,"{'a': 0.525596487525562, 'e': 0.525596487525562}",25,15,-0.7781947868007859,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.5203405226503064, 'e': 0.5203405226503064}",30,4,-5.112402834996497,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
66,False,"{'a': 0.5151371174238033, 'e': 0.5151371174238033}",25,0,-58.059990992676845,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
67,False,"{'a': 0.5099857462495653, 'e': 0.5099857462495653}",20,0,-56.31657639234132,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
68,False,"{'a': 0.5048858887870696, 'e': 0.5048858887870696}",30,4,-120.43060027556582,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 2}",1
69,False,"{'a': 0.4998370298991989, 'e': 0.4998370298991989}",20,0,-35.770078160436064,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
70,False,"{'a': 0.49483865960020695, 'e': 0.49483865960020695}",25,10,1.9534794422579407,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
71,False,"{'a': 0.4898902730042049, 'e': 0.4898902730042049}",25,14,-62.723059153851445,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
72,False,"{'a': 0.48499137027416284, 'e': 0.48499137027416284}",20,12,-3.9971464948211013,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.4801414565714212, 'e': 0.4801414565714212}",20,14,9.164746251224596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.475340042005707, 'e': 0.475340042005707}",20,12,-3.4037334731200533,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.47058664158564995, 'e': 0.47058664158564995}",25,6,-17.226266760923036,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
76,False,"{'a': 0.4658807751697934, 'e': 0.4658807751697934}",20,0,-25.359656743658718,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
77,False,"{'a': 0.4612219674180955, 'e': 0.4612219674180955}",20,0,-13.023803152717058,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
78,False,"{'a': 0.45660974774391455, 'e': 0.45660974774391455}",25,3,-35.89386769503653,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
79,False,"{'a': 0.4520436502664754, 'e': 0.4520436502664754}",20,12,11.837203960454127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.44752321376381066, 'e': 0.44752321376381066}",20,0,-120.23475989796471,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
81,False,"{'a': 0.44304798162617254, 'e': 0.44304798162617254}",20,5,9.620834750994556,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.4386175018099108, 'e': 0.4386175018099108}",25,6,-19.822035750010112,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
83,False,"{'a': 0.4342313267918117, 'e': 0.4342313267918117}",20,0,-19.241679672004906,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
84,False,"{'a': 0.4298890135238936, 'e': 0.4298890135238936}",20,9,-67.64471770650428,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
85,False,"{'a': 0.42559012338865465, 'e': 0.42559012338865465}",30,0,-61.63215333406917,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
86,False,"{'a': 0.4213342221547681, 'e': 0.4213342221547681}",25,14,3.22045737241084,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.41712087993322045, 'e': 0.41712087993322045}",25,0,29.300774569050798,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
88,False,"{'a': 0.41294967113388825, 'e': 0.41294967113388825}",30,3,13.811050214763188,"{0: 23, 1: 3, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.40882017442254937, 'e': 0.40882017442254937}",20,13,-29.333767482370085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
90,False,"{'a': 0.4047319726783239, 'e': 0.4047319726783239}",30,0,-54.21438176152518,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
91,False,"{'a': 0.40068465295154065, 'e': 0.40068465295154065}",20,0,-194.18574278577114,"{0: 12, 1: 0, 2: 1, 3: 4, 4: 3}",0
92,False,"{'a': 0.39667780642202527, 'e': 0.39667780642202527}",20,6,-78.74888089166399,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
93,False,"{'a': 0.392711028357805, 'e': 0.392711028357805}",30,15,10.525976571961138,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.38878391807422696, 'e': 0.38878391807422696}",20,16,4.722627703171677,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.3848960788934847, 'e': 0.3848960788934847}",20,8,-43.84033333085117,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.38104711810454983, 'e': 0.38104711810454983}",20,8,-87.62599391589153,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
97,False,"{'a': 0.37723664692350434, 'e': 0.37723664692350434}",20,0,-83.49826210419471,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
98,False,"{'a': 0.37346428045426927, 'e': 0.37346428045426927}",20,15,10.675840040697619,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.36972963764972655, 'e': 0.36972963764972655}",30,20,18.861227769703127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.36603234127322926, 'e': 0.36603234127322926}",25,3,-18.36799960633305,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 0}",1
101,False,"{'a': 0.36237201786049694, 'e': 0.36237201786049694}",30,20,-25.15957798651299,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.358748297681892, 'e': 0.358748297681892}",25,0,0.7544275571526802,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.35516081470507305, 'e': 0.35516081470507305}",25,0,-8.602155004817394,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.3516092065580223, 'e': 0.3516092065580223}",35,5,-43.44454512894835,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",1
105,False,"{'a': 0.34809311449244207, 'e': 0.34809311449244207}",20,16,7.045727835609677,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.34461218334751764, 'e': 0.34461218334751764}",20,9,12.06242764986789,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.34116606151404244, 'e': 0.34116606151404244}",20,12,-7.251387894517958,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
108,False,"{'a': 0.337754400898902, 'e': 0.337754400898902}",25,0,9.282492183644798,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.334376856889913, 'e': 0.334376856889913}",30,19,7.949899494917388,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.33103308832101386, 'e': 0.33103308832101386}",25,11,-21.158396424280344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.3277227574378037, 'e': 0.3277227574378037}",25,11,17.458016884788655,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.3244455298634257, 'e': 0.3244455298634257}",25,17,15.150065433016785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.3212010745647914, 'e': 0.3212010745647914}",20,0,5.350716458111367,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.3179890638191435, 'e': 0.3179890638191435}",25,12,-23.762436308568574,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
115,False,"{'a': 0.31480917318095203, 'e': 0.31480917318095203}",20,7,3.8820154183693543,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.3116610814491425, 'e': 0.3116610814491425}",20,9,18.06804066748321,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.30854447063465107, 'e': 0.30854447063465107}",25,14,18.96552933875511,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.30545902592830454, 'e': 0.30545902592830454}",25,7,-8.384735935041945,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.3024044356690215, 'e': 0.3024044356690215}",25,10,22.889812913088875,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.29938039131233124, 'e': 0.29938039131233124}",25,6,10.379236744032173,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.2963865873992079, 'e': 0.2963865873992079}",30,1,17.191104602379205,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
122,False,"{'a': 0.29342272152521587, 'e': 0.29342272152521587}",20,0,-26.927653745561532,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.2904884943099637, 'e': 0.2904884943099637}",25,7,-3.948314524669964,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
124,False,"{'a': 0.28758360936686406, 'e': 0.28758360936686406}",20,0,-2.7175442482153236,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
125,False,"{'a': 0.2847077732731954, 'e': 0.2847077732731954}",20,5,-9.556872244398328,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.28186069554046345, 'e': 0.28186069554046345}",35,18,-3.949616031801021,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.2790420885850588, 'e': 0.2790420885850588}",20,13,0.5686487194731309,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.2762516676992082, 'e': 0.2762516676992082}",25,0,1.3030344712555384,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
129,False,"{'a': 0.27348915102221616, 'e': 0.27348915102221616}",25,18,13.386117600525164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.270754259511994, 'e': 0.270754259511994}",20,6,7.719271603399177,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.26804671691687404, 'e': 0.26804671691687404}",25,20,11.195083776577633,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.2653662497477053, 'e': 0.2653662497477053}",25,0,-35.60122916998906,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
133,False,"{'a': 0.2627125872502282, 'e': 0.2627125872502282}",25,14,-15.287082174128706,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.2600854613777259, 'e': 0.2600854613777259}",20,13,14.15763120612519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.2574846067639487, 'e': 0.2574846067639487}",30,16,7.63927133990431,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.2549097606963092, 'e': 0.2549097606963092}",25,0,-99.18442514681423,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
137,False,"{'a': 0.2523606630893461, 'e': 0.2523606630893461}",25,3,24.192122422259892,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.24983705645845267, 'e': 0.24983705645845267}",25,8,-12.94418126214091,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.24733868589386815, 'e': 0.24733868589386815}",20,9,-5.529684767627196,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.24486529903492946, 'e': 0.24486529903492946}",20,4,22.67120166595667,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.24241664604458016, 'e': 0.24241664604458016}",20,13,-27.364556338239264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.23999247958413436, 'e': 0.23999247958413436}",35,12,3.125291255475208,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.23759255478829303, 'e': 0.23759255478829303}",20,12,19.009219662887176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.2352166292404101, 'e': 0.2352166292404101}",35,20,-0.9744251451021348,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
145,False,"{'a': 0.232864462948006, 'e': 0.232864462948006}",25,16,9.225891682816602,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.23053581831852593, 'e': 0.23053581831852593}",25,11,12.5969578944068,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.22823046013534068, 'e': 0.22823046013534068}",25,14,19.607379829721072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
